Query,Output
"For part PROD-456, summarize issues, create tasks and add to sprint","var_1 = works_list(applies_to_part=[""PROD-456""], type=[""issue""])
var_2 = summarize_objects(objects=var_1)
var_3 = create_actionable_tasks_from_text(text=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_4)
"
Summarize tasks linked to part PROD-432 and created by user USER-XYZ,"var_1 = search_object_by_name(query=""PROD-432"")
var_2 = search_object_by_name(query=""USER-XYZ"")
var_3 = works_list(applies_to_part=[var_1], created_by=[var_2], type=[""task""])
var_4 = summarize_objects(objects=var_3)
"
" Find similar tasks to TASK-567, prioritize them, and summarize them, limiting the number of work items to 43.","var_1 = get_similar_work_items(work_id=""TASK-567"")
var_2 = prioritize_objects(objects=var_1)
var_3 = summarize_objects(objects=var_2)
"
Find and summarize all P3 issues owned by TechLead and limit the number of work items to 30.,"var_1 = works_list(owned_by=[""TechLead""], issue.priority=[""p3""], type=[""issue""], limit=30)
var_2 = summarize_objects(objects=var_1)
"
"Find work items created by user USR-456 in the ""Review"" stage and summarize them.","var_1 = search_object_by_name(query=""USR-456"")
var_2 = works_list(created_by=[var_1], stage.name=[""Review""], type=[""issue"", ""ticket"", ""task""])
var_3 = summarize_objects(objects=var_2)
"
"Find work items associated with REV-Engineering, prioritize and add them to the sprint","var_1 = search_object_by_name(query=""REV-Engineering"")
var_2 = works_list(issue.rev_orgs=[var_1])
var_3 = prioritize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_4)
"
"Identify work items by user User-XYZ, summarize them, after checking if any requires a response","var_1 = search_object_by_name(query=""User-XYZ"")
var_2 = works_list(type=[""issue"", ""ticket"", ""task""], created_by=[var_1])
var_3 = summarize_objects(objects=var_2)
var_4 = works_list(type=[""issue"", ""ticket"", ""task""], created_by=[var_1], ticket.needs_response=True)
"
"For the current user, retrieve and summarize all tickets from ""BetaCorp"" with medium severity that came through email","var_1 = who_am_i()
var_2 = search_object_by_name(query=""BetaCorp"")
var_3 = works_list(owned_by=[var_1], ticket.severity=[""medium""], ticket.source_channel=[""email""], ticket.rev_org=[var_2], type=[""ticket""])
var_4 = summarize_objects(objects=var_3)
"
Find and prioritize tickets related to specific component COMP-321,"var_1 = search_object_by_name(query=""COMP-321"")
var_2 = works_list(type=[""ticket""], applies_to_part=[var_1])
var_3 = prioritize_objects(objects=var_2)
"
"What if our dreams are messages from a deeper part of ourselves, offering insights into our true nature?",#Unanswerable_Invalid_Query_Error
"Retrieve work items created by user DevLead and add them to the current sprint, limiting the number of work items to 20.","var_1 = search_object_by_name(query=""DevLead"")
var_2 = works_list(created_by=[var_1], limit=20)
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)
"
Retrieve and summarize my work items of type 'issue' that are related to the 'QA' part,"var_1 = who_am_i()
var_2 = search_object_by_name(query=""QA"")
var_3 = works_list(type=[""issue""], owned_by=[var_1], applies_to_part=[var_2])
var_4 = summarize_objects(objects=var_3)
"
Find tickets needing a response and list them by priority,"var_1 = works_list(ticket.needs_response=True, type=[""ticket""])
var_2 = prioritize_objects(objects=var_1)
"
Identify and summarize the top priority tickets from Rev organization REV-999,"var_1 = works_list(ticket.rev_org=[""REV-999""], type=[""ticket""])
var_2 = prioritize_objects(objects=var_1)
var_3 = summarize_objects(objects=[var_2[0]]) 
"
What is the fastest route from New York to Los Angeles by car?,#Unanswerable_Invalid_Query_Error
"Can you provide the lyrics to the song ""Bohemian Rhapsody"" by Queen?",#Unanswerable_Invalid_Query_Error
"Is there a purpose to the vastness of the cosmos, or is it a canvas for the expression of infinite possibilities?",#Unanswerable_Invalid_Query_Error
"Retrieve my tickets needing response from the helpdesk channel, prioritize and summarize them","var_1 = who_am_i()
var_2 = works_list(type=[""ticket""], owned_by=[var_1], ticket.needs_response=True, ticket.source_channel=[""helpdesk""])
var_3 = prioritize_objects(objects=var_2)
var_4 = summarize_objects(objects=var_3)
"
Find similar tasks to 'TASK-321' and generate a summary,"var_1 = get_similar_work_items(work_id=""TASK-321"")
var_2 = summarize_objects(objects=var_1)
"
Generate a list of my tasks related to the 'UX' project and add them to the current sprint.,"var_1 = who_am_i()
var_2 = search_object_by_name(query=""UX"")
var_3 = get_sprint_id()
var_4 = works_list(owned_by=[var_1], applies_to_part=[var_2], type=[""task""])
var_5 = add_work_items_to_sprint(work_ids=var_4, sprint_id=var_3)
"
"Locate and summarize all tasks associated with ""FeatureY"" and created by user ""EngLead123"".","var_1 = search_object_by_name(query=""FeatureY"")
var_2 = search_object_by_name(query=""EngLead123"")
var_3 = works_list(applies_to_part=[var_1], created_by=[var_2], type=[""task""])
var_4 = summarize_objects(objects=var_3)
"
Summarize tasks for project Y created by user Z,"var_1 = search_object_by_name(query=""project Y"")
var_2 = search_object_by_name(query=""user Z"")
var_3 = works_list(applies_to_part=[var_1], created_by=[var_2], type=[""task""])
var_4 = summarize_objects(objects=var_3)
"
"What if our existence is a result of a cosmic coincidence, and life is a rare anomaly in the universe?",#Unanswerable_Invalid_Query_Error
"Identify work items created by user ""USR-321"" and add them to sprint with ID ""SPRINT-101""","var_1 = search_object_by_name(query=""USR-321"")
var_2 = works_list(created_by=[var_1])
var_3 = add_work_items_to_sprint(work_ids=var_2, sprint_id=""SPRINT-101"")
"
" Retrieve all medium severity tickets, prioritize them, and summarize them, limiting the number of work items to 19.","var_1 = works_list(ticket.severity=[""medium""], limit=19, type=[""ticket""])
var_2 = prioritize_objects(objects=var_1)
var_3 = summarize_objects(objects=var_2)
"
"Summarize issues from ""RevOrg-Main"" and give a summary of the p3 issues","var_1 = works_list(issue.rev_orgs=[""RevOrg-Main""], type=[""issue""])
var_2 = summarize_objects(objects=var_1)
var_3 = works_list(issue.priority=[""p3""], issue.rev_orgs=[""RevOrg-Main""], type=[""issue""])
var_4 = summarize_objects(objects=var_3)
"
Retrieve the current sprint ID and list all P2 issues,"var_1 = get_sprint_id()
var_2 = works_list(issue.priority=[""p2""], type=[""issue""])
"
"Find similar issues to PROD-789, summarize them, and add them to the current sprint if priority is P1","var_1 = get_similar_work_items(work_id=""PROD-789"")
var_2 = summarize_objects(objects=var_1)
var_3 = prioritize_objects(objects=var_1)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_4)
"
"Find and summarize tasks with p1 priority from part ""ABC-123"",","var_1 = search_object_by_name(query=""ABC-123"")
var_2 = works_list(type=[""task""], applies_to_part=[var_1], issue.priority=[""p1""])
var_3 = summarize_objects(objects=var_2)
"
Summarize works of type 'issue' for user USER-123,"var_1 = works_list(created_by=[""USER-123""], type=[""issue""])
var_2 = summarize_objects(objects=var_1)
"
Retrieve and summarize issues owned by LeadDevOps and limit the results to 35.,"var_1 = search_object_by_name(query=""LeadDevOps"")
var_2 = works_list(owned_by=[var_1], type=[""issue""], limit=35)
var_3 = summarize_objects(objects=var_2)
"
"Get the current user's tasks, list them in order of urgency and summarize them","var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], type=[""task""])
var_3 = prioritize_objects(objects=var_2)
var_4 = summarize_objects(objects=var_3)
"
"Retrieve the ID of the current user, search work items by user ID, and return only issues that are in the 'review' stage.","var_1 = who_am_i()
var_2 = works_list(type=[""issue""], owned_by=[var_1], stage.name=[""review""])
"
Retrieve my tasks for the current sprint and provide a summary,"var_1 = who_am_i()
var_2 = get_sprint_id()
var_3 = works_list(owned_by=[var_1], type=[""task""])
var_4 = summarize_objects(objects=var_3)
"
Find work items related to multiple parts and determine if any need responses,"var_1 = works_list(ticket.needs_response=True, type=[""issue"", ""ticket"", ""task""])
"
"Extract actionable tasks from meeting notes ""ProjectX"" and summarize them for review","var_1 = create_actionable_tasks_from_text(text=""ProjectX"")
var_2 = summarize_objects(objects=var_1)
"
Summarize the current sprint's tasks for my team,"var_1 = get_sprint_id()
var_2 = works_list(stage.name=[var_1], type=[""task""])
var_3 = summarize_objects(objects=var_2)
"
Retrieve and prioritize all tasks related to the 'UX' part that need a response,"var_1 = works_list(applies_to_part=[""UX""], ticket.needs_response=True, type=[""task""])
var_2 = prioritize_objects(objects=var_1)
"
Summarize the work items from the 'development' stage for the 'Widget-Enhancement' part,"var_1 = search_object_by_name(query=""Widget-Enhancement"")
var_2 = works_list(applies_to_part=[var_1], stage.name=[""development""])
var_3 = summarize_objects(objects=var_2)
"
Summarize the tasks related to project 'Alpha',"var_1 = search_object_by_name(query=""Alpha"")
var_2 = works_list(applies_to_part=[var_1], type=[""task""])
var_3 = summarize_objects(objects=var_2)
"
Identify and summarize all blocker tickets assigned to user USER-321,"var_1 = search_object_by_name(query=""USER-321"")
var_2 = works_list(owned_by=[var_1], ticket.severity=[""blocker""], type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
"
Find all tasks related to the component 'UIUX-100' and list them according to their urgency.,"var_1 = search_object_by_name(query=""UIUX-100"")
var_2 = works_list(type=[""task""], applies_to_part=[var_1])
var_3 = prioritize_objects(objects=var_2)
"
Retrieve current user's tasks related to CAPL-123 and provide a summary,"var_1 = who_am_i()
var_2 = search_object_by_name(query=""CAPL-123"")
var_3 = works_list(owned_by=[var_1], applies_to_part=[var_2], type=[""task""])
var_4 = summarize_objects(objects=var_3)
"
What if our emotions are not just personal experiences but a shared energy connecting all living beings?,#Unanswerable_Invalid_Query_Error
"Search for user ""DeveloperX"", list their issues that need response, and get a summary","var_1 = search_object_by_name(query=""DeveloperX"")
var_2 = works_list(created_by=[var_1], ticket.needs_response=True, type=[""issue""])
var_3 = summarize_objects(objects=var_2)
"
Retrieve the current sprint's ID and add newly created tickets by 'DEVU-456' to it.,"var_1 = get_sprint_id()
var_2 = works_list(created_by=[""DEVU-456""], type=[""ticket""])
var_3 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_1)
"
List all tasks for the Rev organization REV-999 and create actionable tasks,"var_1 = works_list(type=[""task""], ticket.rev_org=[""REV-999""])
var_2 = create_actionable_tasks_from_text(text=var_1)
"
Prioritize my tasks and issues for the Engineering part ENG-4455,"var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], applies_to_part=[""ENG-4455""], type=[""task"", ""issue""])
var_3 = prioritize_objects(objects=var_2)
"
"Generate a list of all tasks and tickets requiring a response, then prioritize and summarize them","var_1 = works_list(ticket.needs_response=True, type=[""task"", ""ticket""])
var_2 = prioritize_objects(objects=var_1)
var_3 = summarize_objects(objects=var_2)
"
Find and summarize work items of type 'issue' with priority p1 under the 'development' stage,"var_1 = works_list(issue.priority=[""p1""], stage.name=[""development""], type=[""issue""])
var_2 = summarize_objects(objects=var_1)
"
Fetch work items related to part CAPL-123 created by user DEVU-456 and summarize the results,"var_1 = works_list(applies_to_part=[""CAPL-123""], created_by=[""DEVU-456""])
var_2 = summarize_objects(objects=var_1)
"
Retrieve the current sprint ID and list all blocker severity tickets within it.,"var_1 = get_sprint_id()
var_2 = works_list(ticket.severity=[""blocker""], type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
"
Prioritize and summarize tasks related to a sprint 'ABC-123' and user 'USER-123',"var_1 = search_object_by_name(query=""USER-123"")
var_2 = works_list(type=[""task""], owned_by=[var_1])
var_3 = prioritize_objects(objects=var_2)
var_4 = summarize_objects(objects=var_3)
"
"Given a customer meeting transcript ""T"", create action items and add them to my current sprint","var_1 = create_actionable_tasks_from_text(text=""T"")
var_2 = who_am_i()
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_1, sprint_id=var_3)
"
"Find all tickets raised via email, prioritize by severity and summarize ","var_1 = works_list(type=[""ticket""], ticket.source_channel=[""email""])
var_2 = prioritize_objects(objects=var_1)
var_3 = summarize_objects(objects=var_2)
"
Summarize and prioritize tasks from recent sprint planning Planning,"var_1 = create_actionable_tasks_from_text(text=""Planning"")
var_2 = summarize_objects(objects=var_1)
var_3 = prioritize_objects(objects=var_1)
"
"Retrieve the current sprint's tasks and filter by the ""Development"" stage","var_1 = get_sprint_id()
var_2 = works_list(stage.name=[""Development""])
var_3 = prioritize_objects(objects=var_2)
"
Where is your brain stored?,#Unanswerable_Invalid_Query_Error
"I need to know my tasks that require a response, can you prioritize them and show me a summary?","var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], ticket.needs_response=True, type=[""task""])
var_3 = prioritize_objects(objects=var_2)
var_4 = summarize_objects(objects=var_3)
"
"Give me a summary of tickets needing response for the ""Beta"" department","var_1 = search_object_by_name(query=""Beta"")
var_2 = works_list(ticket.rev_org=[var_1], ticket.needs_response=True, type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
"
Generate tasks from the engineering meeting notes M and prioritize them for the upcoming sprint,"var_1 = create_actionable_tasks_from_text(text=""M"")
var_2 = prioritize_objects(objects=var_1)
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)
"
